ID	Education	Income	Recency	MntWines	MntFruits	MntMeatProducts	MntFishProducts	MntSweetProducts	MntGoldProds	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	Response	Complain	Country	Customer_Age	Customer_Enrollment_Days	Marital_Status_Mapped	Family_Size	MntTotal	TotalPurchases	Num_Accepted	Campaign_Engagement	Cluster	Cluster Category
8254	PhD	34596.0	48	14	0	2	0	0	7	1	1	0	2	8	0	0	Germany	50	4203	2	3	23	4	0	Not Engaged	0	Cluster 1
3852	Master	74881.0	48	505	72	270	36	27	54	4	9	2	12	5	0	0	India	63	4239	2	4	964	27	0	Not Engaged	1	Cluster 2
1000	Master	74881.0	48	505	72	270	36	27	54	4	9	2	12	5	0	0	Spain	63	4239	2	4	964	27	0	Not Engaged	1	Cluster 2
3099	Graduation	44267.0	48	183	5	65	3	5	49	5	5	2	4	9	0	0	Spain	54	4250	1	3	310	16	0	Not Engaged	1	Cluster 2
6318	Graduation	68487.0	48	758	12	385	33	89	89	1	9	7	13	4	0	0	Canada	36	4293	2	2	1366	30	0	Not Engaged	2	Cluster 3
5396	Graduation	68487.0	48	758	12	385	33	89	89	1	9	7	13	4	0	0	Australia	36	4293	2	2	1366	30	0	Not Engaged	2	Cluster 3
7966	Graduation	80982.0	48	505	137	401	104	22	22	3	11	5	11	5	0	1	Spain	65	4298	1	3	1191	30	0	Not Engaged	2	Cluster 3
454	Graduation	69508.0	48	824	32	162	42	32	43	2	11	4	11	6	0	0	Saudi Arabia	44	4353	2	3	1135	28	0	Not Engaged	1	Cluster 2
309	PhD	63342.0	48	918	21	118	13	10	21	3	8	3	5	6	0	0	Saudi Arabia	63	4382	2	3	1101	19	1	Not Engaged	1	Cluster 2
3571	PhD	63342.0	48	918	21	118	13	10	21	3	8	3	5	6	1	0	Spain	63	4382	2	3	1101	19	1	Not Engaged	1	Cluster 2
8395	Graduation	82014.0	48	980	37	265	35	163	31	1	3	6	12	6	1	0	Saudi Arabia	63	4439	1	1	1511	22	0	Not Engaged	2	Cluster 3
2591	Graduation	76320.0	49	526	35	214	69	53	35	2	6	3	4	2	0	0	USA	65	3768	1	2	932	15	0	Not Engaged	2	Cluster 3
1640	Graduation	64587.0	49	66	0	16	0	6	20	2	1	1	4	3	0	0	Spain	70	3768	1	3	108	8	0	Not Engaged	0	Cluster 1
810	Graduation	74190.0	49	151	81	86	168	91	64	2	4	2	11	2	0	0	Spain	49	3809	2	3	641	19	0	Not Engaged	2	Cluster 3
9423	Master	32765.0	49	13	3	17	7	3	3	2	2	0	4	5	0	0	Spain	45	3887	2	3	46	8	0	Not Engaged	0	Cluster 1
89	2n Cycle	22212.0	49	5	9	20	6	8	21	2	2	0	4	6	0	0	Saudi Arabia	49	3963	2	3	69	8	0	Not Engaged	0	Cluster 1
5294	Graduation	18358.0	49	6	8	19	16	4	4	3	3	0	4	7	0	0	Spain	35	3982	1	2	57	10	0	Not Engaged	0	Cluster 1
1321	Graduation	26067.0	49	22	2	18	0	2	12	3	3	0	3	8	0	0	Canada	50	3998	2	3	56	9	0	Not Engaged	0	Cluster 1
2686	Basic	22390.0	49	0	1	4	15	1	5	1	1	0	2	7	0	0	Australia	55	4012	2	2	26	4	0	Not Engaged	0	Cluster 1
1215	Graduation	70440.0	49	690	117	499	76	102	88	1	5	10	7	3	0	0	Spain	46	4025	2	2	1572	23	1	Not Engaged	2	Cluster 3
9283	Graduation	60199.0	49	8	1	7	2	0	0	1	0	0	3	4	0	0	Canada	46	4051	1	4	18	4	0	Not Engaged	0	Cluster 1
3120	Graduation	38547.0	49	6	1	10	0	1	4	1	1	0	2	8	0	1	Canada	43	4066	2	3	22	4	0	Not Engaged	0	Cluster 1
5868	Graduation	19107.0	49	2	4	9	10	5	16	2	1	0	3	7	0	0	Canada	44	4072	2	3	46	6	0	Not Engaged	0	Cluster 1
8143	PhD	37929.0	49	202	2	46	3	2	10	2	4	2	5	7	1	0	Spain	39	4095	1	1	265	13	2	Moderately Engaged	0	Cluster 1
3479	Graduation	16813.0	49	4	8	11	12	2	13	1	2	0	3	7	0	0	Canada	74	4106	1	1	50	6	1	Not Engaged	0	Cluster 1
7214	Graduation	62187.0	49	792	0	275	45	45	126	1	4	8	5	3	0	0	Spain	67	4120	2	2	1283	18	0	Not Engaged	2	Cluster 3
5543	Graduation	57811.0	49	545	7	114	37	21	78	5	7	2	11	5	0	0	Spain	58	4131	2	3	802	25	1	Not Engaged	1	Cluster 2
9347	Master	50943.0	49	31	0	7	2	0	6	1	1	0	3	5	0	0	Spain	68	4134	2	3	46	5	0	Not Engaged	0	Cluster 1
10160	Master	50943.0	49	31	0	7	2	0	6	1	1	0	3	5	0	0	Spain	68	4134	2	3	46	5	0	Not Engaged	0	Cluster 1
1406	Graduation	53201.0	49	280	7	81	20	0	27	8	6	3	5	7	0	0	Spain	49	4263	1	3	415	22	0	Not Engaged	1	Cluster 2
7019	Graduation	54414.0	49	109	18	16	24	26	18	4	3	1	5	4	0	0	Saudi Arabia	61	4283	2	4	211	13	0	Not Engaged	0	Cluster 1
2157	Graduation	26290.0	49	15	8	16	11	5	22	4	2	0	4	6	0	0	Canada	52	4294	2	4	77	10	0	Not Engaged	0	Cluster 1
8939	Graduation	61250.0	49	382	138	65	60	26	59	6	5	2	12	5	0	0	Spain	65	4321	1	2	730	25	0	Not Engaged	1	Cluster 2
10250	Basic	28389.0	49	1	5	3	7	4	8	1	1	0	2	7	0	0	Spain	77	4347	2	2	28	4	0	Not Engaged	0	Cluster 1
1272	Master	55250.0	49	664	58	83	32	0	66	4	7	5	10	5	0	0	Australia	59	4377	1	2	903	26	0	Not Engaged	1	Cluster 2
3007	Graduation	37758.0	49	27	2	10	0	0	1	2	1	0	3	8	0	0	India	58	4394	2	4	40	6	0	Not Engaged	0	Cluster 1
5513	Graduation	37758.0	49	27	2	10	0	0	1	2	1	0	3	8	0	0	Spain	58	4394	2	4	40	6	0	Not Engaged	0	Cluster 1
679	PhD	37633.0	49	13	4	20	0	0	1	2	1	0	3	9	0	0	Spain	67	4408	2	4	38	6	0	Not Engaged	0	Cluster 1
8876	PhD	33629.0	49	132	0	16	0	0	4	5	3	1	4	9	0	0	Spain	61	4451	2	4	152	13	0	Not Engaged	0	Cluster 1
10827	PhD	36947.0	49	88	3	21	4	1	29	4	3	0	4	9	0	0	Australia	57	4452	2	4	146	11	0	Not Engaged	0	Cluster 1
7300	Graduation	69142.0	50	448	4	34	6	4	39	3	8	1	7	5	0	0	India	72	3761	1	2	535	19	1	Not Engaged	1	Cluster 2
4268	Graduation	53154.0	50	129	0	21	0	1	7	1	3	1	4	4	0	0	USA	65	3781	2	3	158	9	0	Not Engaged	0	Cluster 1
4603	PhD	65695.0	50	371	32	189	0	58	6	2	5	4	10	4	0	0	Spain	64	3910	2	3	656	21	0	Not Engaged	1	Cluster 2
8659	PhD	69805.0	50	750	71	174	13	10	20	2	6	8	11	2	0	0	Germany	72	3920	2	3	1038	27	0	Not Engaged	2	Cluster 3
10708	2n Cycle	36975.0	50	10	6	11	0	4	2	1	1	0	3	7	0	0	Spain	46	3944	1	2	33	5	0	Not Engaged	0	Cluster 1
1176	Graduation	26228.0	50	2	6	4	3	1	9	1	1	0	2	8	0	0	Spain	51	4041	2	3	25	4	0	Not Engaged	0	Cluster 1
10380	Master	37787.0	50	40	1	40	4	3	18	1	3	0	3	8	0	0	India	52	4043	2	3	106	7	0	Not Engaged	0	Cluster 1
7037	PhD	37087.0	50	194	55	134	15	0	3	3	4	2	8	6	0	0	Saudi Arabia	50	4083	2	3	401	17	0	Not Engaged	1	Cluster 2
11096	2n Cycle	57247.0	50	99	4	32	37	54	6	2	2	1	7	2	0	0	Spain	72	4086	2	3	232	12	0	Not Engaged	0	Cluster 1
6374	PhD	36930.0	50	223	2	31	0	2	39	5	5	2	4	8	0	0	Spain	70	4169	2	3	297	16	0	Not Engaged	1	Cluster 2
5552	Master	48721.0	50	81	18	113	47	13	21	6	4	2	5	6	0	0	Saudi Arabia	61	4173	1	3	293	17	0	Not Engaged	1	Cluster 2
2245	Master	43641.0	50	57	2	51	4	2	23	3	2	1	4	6	0	0	Spain	55	4194	2	4	139	10	0	Not Engaged	0	Cluster 1
6200	Graduation	75903.0	50	340	108	185	130	38	100	2	6	6	9	3	0	0	Spain	73	4208	2	3	901	23	0	Not Engaged	2	Cluster 3
9904	Graduation	71391.0	50	336	123	274	46	123	141	5	6	5	12	3	0	0	Canada	68	4218	2	3	1043	28	0	Not Engaged	2	Cluster 3
10031	PhD	16927.0	50	20	2	23	3	1	4	5	3	0	4	8	0	0	Saudi Arabia	48	4265	2	4	53	12	0	Not Engaged	0	Cluster 1
6642	Graduation	27215.0	50	30	5	22	8	9	28	4	2	1	4	6	0	0	Saudi Arabia	63	4283	1	4	102	11	0	Not Engaged	0	Cluster 1
10882	Graduation	53858.0	50	407	53	221	58	150	26	4	4	3	6	4	0	0	Spain	48	4358	2	3	915	17	0	Not Engaged	2	Cluster 3
5636	Graduation	30983.0	50	51	4	50	12	1	49	1	4	0	3	8	1	0	India	61	4358	1	1	167	8	0	Not Engaged	0	Cluster 1
8692	Graduation	43462.0	50	90	17	97	15	6	15	6	4	1	5	8	0	0	Spain	72	4416	2	4	240	16	0	Not Engaged	1	Cluster 2
8091	Graduation	63943.0	50	423	184	368	13	97	21	1	6	4	6	5	0	0	India	68	4426	2	3	1106	17	0	Not Engaged	2	Cluster 3
8080	Graduation	26816.0	50	5	1	6	3	4	3	1	0	0	3	4	0	0	India	38	4442	1	1	22	4	0	Not Engaged	0	Cluster 1
8370	2n Cycle	75484.0	50	378	97	259	197	194	34	2	7	3	6	4	0	0	Canada	48	4457	2	3	1159	18	0	Not Engaged	2	Cluster 3
4550	Master	33564.0	51	61	0	3	0	0	7	1	1	1	3	5	0	0	Spain	58	3766	2	3	71	6	0	Not Engaged	0	Cluster 1
3381	Master	54348.0	51	70	0	16	0	0	4	2	2	0	4	6	0	0	Canada	71	3782	2	4	90	8	0	Not Engaged	0	Cluster 1
10556	Graduation	54984.0	51	173	13	131	32	3	6	4	6	1	6	7	0	0	Spain	65	3797	2	3	358	17	1	Not Engaged	1	Cluster 2
9467	Graduation	34738.0	51	3	2	10	3	0	2	1	1	0	3	6	0	0	Spain	40	3810	1	2	20	5	0	Not Engaged	0	Cluster 1
2891	Graduation	68118.0	51	595	23	123	10	23	154	2	8	9	4	6	0	0	USA	61	4015	1	2	928	23	0	Not Engaged	1	Cluster 2
5011	Graduation	68118.0	51	595	23	123	10	23	154	2	8	9	4	6	0	0	Spain	61	4015	1	2	928	23	0	Not Engaged	1	Cluster 2
8140	Graduation	22682.0	51	10	14	29	4	2	36	3	2	1	4	4	0	0	Australia	51	4030	2	3	95	10	0	Not Engaged	0	Cluster 1
11039	Graduation	51948.0	51	82	33	54	71	30	41	2	5	2	4	5	0	0	Spain	49	4046	2	3	311	13	0	Not Engaged	0	Cluster 1
78	Graduation	25293.0	51	15	0	11	0	2	9	1	1	1	2	8	0	0	Spain	55	4048	2	3	37	5	0	Not Engaged	0	Cluster 1
5517	Graduation	25293.0	51	15	0	11	0	2	9	1	1	1	2	8	0	0	Australia	55	4048	2	3	37	5	0	Not Engaged	0	Cluster 1
5290	PhD	41551.0	51	220	0	33	3	0	23	5	5	1	5	8	0	0	Canada	60	4080	2	4	279	16	0	Not Engaged	1	Cluster 2
4128	PhD	56067.0	51	517	12	54	16	6	120	2	7	4	7	5	0	0	Saudi Arabia	62	4105	2	3	725	20	0	Not Engaged	1	Cluster 2
8534	Graduation	67433.0	51	615	28	259	12	48	30	4	6	5	13	4	0	0	Spain	72	4109	2	4	992	28	1	Not Engaged	1	Cluster 2
9592	Graduation	22010.0	51	11	2	9	3	0	8	2	2	0	3	8	0	0	Spain	41	4125	2	3	33	7	0	Not Engaged	0	Cluster 1
8957	2n Cycle	64831.0	51	480	86	249	75	86	144	8	6	3	5	6	0	0	Saudi Arabia	72	4145	1	3	1120	22	0	Not Engaged	1	Cluster 2
9308	Graduation	62820.0	51	398	61	265	138	61	53	1	3	4	6	1	0	0	Saudi Arabia	70	4175	2	2	976	14	0	Not Engaged	2	Cluster 3
544	Graduation	62820.0	51	398	61	265	138	61	53	1	3	4	6	1	0	0	Spain	70	4175	2	2	976	14	0	Not Engaged	2	Cluster 3
5989	2n Cycle	78353.0	51	752	122	476	39	153	34	1	10	2	11	8	0	0	Canada	65	4200	1	2	1576	24	0	Not Engaged	2	Cluster 3
635	Master	57183.0	51	464	5	64	7	0	70	8	9	1	7	8	0	0	Spain	58	4228	2	4	610	25	0	Not Engaged	1	Cluster 2
6673	Graduation	23478.0	51	28	6	27	12	17	39	1	3	0	3	8	0	0	USA	59	4228	1	1	129	7	0	Not Engaged	0	Cluster 1
1710	Graduation	30168.0	51	154	20	66	0	12	27	7	6	1	4	9	0	0	Spain	46	4240	1	2	279	18	0	Not Engaged	1	Cluster 2
523	Graduation	37155.0	51	23	0	26	7	15	3	1	2	0	4	5	0	0	Spain	35	4275	2	3	74	7	0	Not Engaged	0	Cluster 1
8977	Basic	16581.0	51	1	3	4	2	3	11	1	0	0	3	4	0	0	Spain	39	4294	1	1	24	4	0	Not Engaged	0	Cluster 1
9736	Graduation	41850.0	51	53	5	19	2	13	4	3	3	0	3	8	0	0	USA	44	4313	2	4	96	9	0	Not Engaged	0	Cluster 1
1544	Master	81380.0	51	741	68	689	224	68	103	1	4	2	10	2	0	0	Canada	57	4315	1	1	1893	17	0	Not Engaged	2	Cluster 3
6575	Graduation	56386.0	51	230	48	214	13	32	75	8	9	1	7	9	0	0	Saudi Arabia	43	4371	2	4	612	25	0	Not Engaged	1	Cluster 2
6147	Graduation	25818.0	51	5	2	8	2	2	9	1	0	1	2	7	0	0	Germany	53	4380	1	2	28	4	0	Not Engaged	0	Cluster 1
6354	Graduation	15345.0	51	5	2	16	3	2	19	2	1	1	2	8	1	0	Spain	40	4428	2	3	47	6	0	Not Engaged	0	Cluster 1
4769	Master	57954.0	52	456	4	24	0	0	9	7	8	2	6	7	0	0	Spain	47	3772	2	4	493	23	1	Not Engaged	1	Cluster 2
7540	Graduation	50300.0	52	143	15	60	24	23	5	2	2	1	8	2	0	0	Spain	72	3796	2	3	270	13	0	Not Engaged	0	Cluster 1
5247	PhD	38725.0	52	31	0	6	2	1	5	2	1	0	4	4	0	0	Spain	69	3811	2	4	45	7	0	Not Engaged	0	Cluster 1
5987	2n Cycle	10404.0	52	2	2	11	10	6	12	2	1	0	4	5	0	0	Spain	35	3817	2	3	43	7	0	Not Engaged	0	Cluster 1
9960	Basic	26868.0	52	0	0	1	8	3	2	1	1	0	2	7	0	0	Saudi Arabia	33	3821	1	2	14	4	0	Not Engaged	0	Cluster 1
10972	Graduation	72298.0	52	625	35	169	58	17	35	1	4	3	6	1	0	0	Spain	75	3872	1	1	939	14	2	Moderately Engaged	2	Cluster 3
1399	Graduation	72905.0	52	407	114	445	181	165	203	1	3	7	9	1	0	0	Spain	66	3920	2	2	1515	20	1	Not Engaged	2	Cluster 3
2698	Graduation	47025.0	52	254	7	108	20	0	26	3	6	3	5	6	0	0	USA	48	3995	1	2	415	17	0	Not Engaged	1	Cluster 2
6340	Graduation	29938.0	52	3	3	7	0	2	11	2	1	0	3	6	0	0	Saudi Arabia	39	4006	1	2	26	6	0	Not Engaged	0	Cluster 1
4107	PhD	46681.0	52	269	15	69	15	19	38	2	4	6	4	5	0	0	Spain	76	4025	2	4	425	16	0	Not Engaged	1	Cluster 2
10906	PhD	46681.0	52	269	15	69	15	19	38	2	4	6	4	5	0	0	Saudi Arabia	76	4025	2	4	425	16	0	Not Engaged	1	Cluster 2
2557	Master	29548.0	52	7	1	6	3	1	11	1	1	1	2	4	0	0	Spain	54	4065	1	2	29	5	1	Not Engaged	0	Cluster 1
8786	Master	62058.0	52	301	7	74	10	0	58	4	6	1	7	6	0	0	Germany	68	4160	2	3	450	18	0	Not Engaged	1	Cluster 2
6119	PhD	36736.0	52	10	0	3	0	0	4	1	1	0	2	6	0	0	Spain	61	4176	1	3	17	4	0	Not Engaged	0	Cluster 1
2980	Master	8820.0	52	12	0	13	4	2	4	4	3	0	3	8	0	0	Canada	72	4225	1	3	35	10	0	Not Engaged	0	Cluster 1
3850	Basic	14918.0	52	3	3	3	15	4	15	1	1	0	3	6	0	0	India	61	4330	2	3	43	5	0	Not Engaged	0	Cluster 1
1077	Graduation	56715.0	52	258	105	239	237	172	9	1	7	3	4	4	0	0	Spain	50	4332	2	2	1020	15	0	Not Engaged	2	Cluster 3
9733	Basic	24882.0	52	1	4	10	29	0	36	1	1	1	2	6	0	0	India	46	4419	2	3	80	5	1	Not Engaged	0	Cluster 1
8462	Basic	24882.0	52	1	4	10	29	0	36	1	1	1	2	6	0	0	Spain	46	4419	2	3	80	5	1	Not Engaged	0	Cluster 1
4764	Master	40442.0	52	45	12	52	25	22	13	4	3	1	4	7	1	0	Saudi Arabia	72	4440	2	4	169	12	0	Not Engaged	0	Cluster 1
2223	2n Cycle	64176.0	52	1215	33	249	64	116	149	8	8	9	8	6	0	0	Spain	59	4456	1	2	1826	33	0	Not Engaged	2	Cluster 3
7788	PhD	23536.0	53	6	0	3	0	0	1	1	0	0	3	3	0	0	Spain	41	3786	2	3	10	4	0	Not Engaged	0	Cluster 1
5827	Graduation	35246.0	53	36	0	12	2	2	10	4	3	1	3	5	0	0	Saudi Arabia	66	3835	1	3	62	11	0	Not Engaged	0	Cluster 1
2958	Graduation	28442.0	53	19	3	10	11	8	6	3	2	1	4	4	0	0	Spain	46	3886	2	4	57	10	0	Not Engaged	0	Cluster 1
4954	Graduation	48195.0	53	106	27	68	52	7	5	6	4	2	5	6	0	0	Spain	68	3920	2	4	265	17	0	Not Engaged	1	Cluster 2
3139	2n Cycle	74116.0	53	871	111	704	145	55	166	1	4	4	10	2	0	0	Saudi Arabia	42	3942	1	1	2052	19	1	Not Engaged	2	Cluster 3
9952	Master	78093.0	53	368	32	639	13	43	10	1	4	7	5	1	0	0	Saudi Arabia	77	3961	2	2	1105	17	0	Not Engaged	2	Cluster 3
8180	Master	59354.0	53	233	2	53	3	5	14	3	6	1	5	6	0	0	USA	72	3987	1	3	310	15	0	Not Engaged	1	Cluster 2
3276	2n Cycle	36301.0	53	11	12	35	3	5	12	1	3	0	3	7	0	0	Saudi Arabia	48	4008	2	3	78	7	0	Not Engaged	0	Cluster 1
4994	Master	77598.0	53	1193	33	281	129	66	33	1	7	5	13	3	0	0	Spain	81	4032	1	1	1735	26	1	Not Engaged	2	Cluster 3
3598	Graduation	62710.0	53	441	35	83	7	29	11	4	4	2	12	4	0	0	Spain	52	4163	2	3	606	22	0	Not Engaged	1	Cluster 2
945	Graduation	36317.0	53	87	3	25	3	2	13	2	3	0	4	7	0	0	Spain	59	4164	2	3	133	9	0	Not Engaged	0	Cluster 1
5048	PhD	42767.0	53	20	6	43	19	5	38	1	3	1	2	8	0	0	Saudi Arabia	53	4175	1	3	131	7	0	Not Engaged	0	Cluster 1
6214	Master	43815.0	53	14	10	29	4	7	15	1	2	0	3	6	0	0	Spain	42	4211	2	3	79	6	0	Not Engaged	0	Cluster 1
6230	Graduation	44421.0	53	110	5	59	7	1	7	5	5	0	4	8	0	0	Spain	53	4260	1	3	189	14	0	Not Engaged	0	Cluster 1
2968	PhD	48948.0	53	437	8	206	160	49	42	2	7	10	5	6	1	0	Australia	81	4274	1	1	902	24	1	Not Engaged	2	Cluster 3
8800	PhD	48948.0	53	437	8	206	160	49	42	2	7	10	5	6	1	0	Saudi Arabia	81	4274	1	1	902	24	1	Not Engaged	2	Cluster 3
1907	Master	63120.0	53	965	69	279	54	41	69	5	8	4	9	7	1	0	Spain	74	4400	1	2	1477	26	0	Not Engaged	1	Cluster 2
10478	PhD	55517.0	53	483	0	108	0	6	36	5	11	1	6	9	1	0	Saudi Arabia	74	4401	2	4	633	23	0	Not Engaged	1	Cluster 2
4188	Graduation	36864.0	53	204	5	39	17	0	89	3	5	2	4	8	1	0	Australia	67	4446	1	2	354	14	0	Not Engaged	1	Cluster 2
2225	Graduation	82582.0	54	510	120	550	156	40	241	1	4	9	7	1	1	0	Australia	47	3783	1	1	1617	21	2	Moderately Engaged	2	Cluster 3
4790	Graduation	79803.0	54	574	8	216	21	16	33	1	4	3	5	1	0	0	Spain	66	3788	1	2	868	13	0	Not Engaged	1	Cluster 2
1131	PhD	52569.0	54	85	0	3	0	0	7	1	2	0	4	3	0	0	Saudi Arabia	57	3846	1	2	95	7	0	Not Engaged	0	Cluster 1
202	PhD	82032.0	54	332	194	377	149	125	57	0	4	6	7	1	0	0	India	76	3846	1	1	1234	17	0	Not Engaged	2	Cluster 3
9589	PhD	82032.0	54	332	194	377	149	125	57	0	4	6	7	1	0	0	India	76	3846	1	1	1234	17	0	Not Engaged	2	Cluster 3
3900	Graduation	65685.0	54	642	14	49	0	7	57	1	9	2	9	5	0	0	Canada	52	3853	2	3	769	21	0	Not Engaged	1	Cluster 2
9958	Graduation	65685.0	54	642	14	49	0	7	57	1	9	2	9	5	0	0	Australia	52	3853	2	3	769	21	0	Not Engaged	1	Cluster 2
8955	PhD	40451.0	54	35	0	4	0	0	10	1	1	1	2	5	0	0	Spain	67	3894	2	4	49	5	1	Not Engaged	0	Cluster 1
10033	2n Cycle	31163.0	54	2	3	10	11	2	10	1	1	0	3	6	0	0	Germany	51	3897	1	2	38	5	0	Not Engaged	0	Cluster 1
5751	2n Cycle	31163.0	54	2	3	10	11	2	10	1	1	0	3	6	0	0	Canada	51	3897	1	2	38	5	0	Not Engaged	0	Cluster 1
3308	Graduation	35704.0	54	30	9	12	2	11	30	3	2	0	4	4	0	0	Saudi Arabia	72	3938	2	4	94	9	0	Not Engaged	0	Cluster 1
7297	Graduation	7500.0	54	5	3	10	12	7	20	4	3	1	3	7	0	0	Saudi Arabia	51	3946	1	2	57	11	0	Not Engaged	0	Cluster 1
8008	Graduation	36075.0	54	46	0	30	12	1	30	1	2	0	4	6	0	0	Spain	41	3963	2	3	119	7	0	Not Engaged	0	Cluster 1
1232	PhD	70038.0	54	587	54	348	71	54	130	1	4	4	8	2	0	0	Germany	42	4008	2	2	1244	17	0	Not Engaged	2	Cluster 3
2345	PhD	70038.0	54	587	54	348	71	54	130	1	4	4	8	2	0	0	Australia	42	4008	2	2	1244	17	0	Not Engaged	2	Cluster 3
1628	Graduation	71796.0	54	354	21	311	167	75	32	1	9	3	4	4	0	0	Saudi Arabia	53	4009	2	2	960	17	0	Not Engaged	2	Cluster 3
5081	2n Cycle	47821.0	54	9	0	16	6	6	10	1	1	0	3	8	0	0	Spain	57	4013	2	4	47	5	0	Not Engaged	0	Cluster 1
839	PhD	45503.0	54	97	4	44	6	1	18	1	3	1	4	5	0	0	Spain	49	4038	2	3	170	9	0	Not Engaged	0	Cluster 1
3706	Graduation	28647.0	54	19	8	29	0	12	26	1	2	2	2	7	1	0	Spain	46	4073	1	2	94	7	1	Not Engaged	0	Cluster 1
5154	Master	37760.0	54	26	3	13	2	10	0	1	2	0	3	6	0	0	Spain	52	4083	1	2	54	6	0	Not Engaged	0	Cluster 1
8584	PhD	85431.0	54	376	53	462	168	53	53	1	2	7	7	0	0	0	Spain	72	4147	2	2	1165	17	0	Not Engaged	2	Cluster 3
6583	2n Cycle	72635.0	54	390	22	323	104	35	107	1	6	8	6	3	0	0	Spain	69	4152	2	2	981	21	1	Not Engaged	2	Cluster 3
3433	2n Cycle	72635.0	54	390	22	323	104	35	107	1	6	8	6	3	0	0	Spain	69	4152	2	2	981	21	1	Not Engaged	2	Cluster 3
10486	Graduation	77142.0	54	476	75	162	29	151	97	1	4	4	8	2	0	0	Spain	76	4157	2	2	990	17	0	Not Engaged	2	Cluster 3
8687	Graduation	53172.0	54	121	62	90	68	20	125	3	2	3	8	3	0	0	India	46	4180	2	3	486	16	0	Not Engaged	1	Cluster 2
7842	Graduation	36065.0	54	18	7	34	10	2	3	3	3	0	3	8	0	0	Spain	56	4216	1	3	74	9	0	Not Engaged	0	Cluster 1
3749	Graduation	73926.0	54	627	91	597	159	91	15	1	6	5	12	3	0	0	Canada	51	4245	2	2	1580	24	0	Not Engaged	2	Cluster 3
1331	Graduation	35790.0	54	12	6	20	30	1	3	2	2	0	3	7	0	0	Australia	47	4304	1	2	72	7	0	Not Engaged	0	Cluster 1
5995	Graduation	39552.0	54	165	3	147	4	24	41	7	6	2	5	8	1	0	Spain	62	4319	1	3	384	20	0	Not Engaged	1	Cluster 2
8985	2n Cycle	68316.0	54	806	80	161	120	11	33	5	10	7	10	6	0	0	Spain	60	4363	2	3	1211	32	0	Not Engaged	1	Cluster 2
2798	PhD	102160.0	54	763	29	138	76	176	58	0	7	9	10	4	1	0	Saudi Arabia	47	4365	2	2	1240	26	3	Moderately Engaged	2	Cluster 3
7108	Master	51390.0	54	205	20	47	23	2	56	6	5	2	5	5	0	0	Saudi Arabia	59	4420	1	3	353	18	0	Not Engaged	1	Cluster 2
2781	Graduation	72066.0	55	1003	34	536	134	51	34	1	4	6	6	2	1	0	Saudi Arabia	43	3767	1	1	1792	17	2	Moderately Engaged	2	Cluster 3
3623	Graduation	21675.0	55	4	0	16	17	4	4	3	4	0	3	7	0	0	India	48	3779	2	3	45	10	0	Not Engaged	0	Cluster 1
194	Graduation	48006.0	55	23	0	11	3	2	2	1	1	0	3	6	0	0	Spain	59	3781	2	4	41	5	0	Not Engaged	0	Cluster 1
10833	Graduation	65106.0	55	790	19	133	12	0	19	3	8	3	13	6	0	0	Spain	49	3797	2	3	973	27	1	Not Engaged	1	Cluster 2
2315	Graduation	58401.0	55	10	0	11	17	29	29	1	1	2	2	4	0	0	Spain	64	3831	1	2	96	6	0	Not Engaged	0	Cluster 1
6336	Graduation	29315.0	55	13	2	14	8	7	4	4	2	0	4	6	0	0	Saudi Arabia	64	3845	2	4	48	10	0	Not Engaged	0	Cluster 1
10738	Master	49389.0	55	40	0	19	2	1	3	1	2	0	3	7	0	0	Australia	73	4065	1	3	65	6	0	Not Engaged	0	Cluster 1
8286	PhD	51717.0	55	98	1	17	0	1	5	1	3	0	4	7	0	0	Saudi Arabia	59	4074	2	3	122	8	1	Not Engaged	0	Cluster 1
2166	2n Cycle	46779.0	55	12	1	3	0	0	7	1	0	1	2	4	0	0	Saudi Arabia	64	4113	1	3	23	4	0	Not Engaged	0	Cluster 1
10691	Master	28520.0	55	11	0	10	0	2	20	1	1	1	2	6	0	0	Spain	64	4141	2	4	43	5	0	Not Engaged	0	Cluster 1
9739	Graduation	34377.0	55	62	0	22	3	1	26	2	2	2	2	7	0	0	Spain	61	4287	1	2	114	8	0	Not Engaged	0	Cluster 1
1829	PhD	54959.0	55	1148	0	60	0	0	24	3	9	5	4	7	1	0	Spain	63	4287	1	2	1232	21	1	Not Engaged	1	Cluster 2
6260	Master	82384.0	55	984	51	432	180	120	190	1	3	10	13	1	1	0	Australia	69	4348	2	2	1957	27	1	Not Engaged	2	Cluster 3
10448	Graduation	46998.0	55	172	41	86	45	6	27	5	5	3	5	7	0	0	Spain	68	4376	1	2	377	18	1	Not Engaged	1	Cluster 2
1343	Graduation	58554.0	55	368	24	68	38	0	88	6	8	2	6	7	0	0	USA	56	4402	2	4	586	22	0	Not Engaged	1	Cluster 2
4749	Graduation	58554.0	55	368	24	68	38	0	88	6	8	2	6	7	0	0	India	56	4402	2	4	586	22	0	Not Engaged	1	Cluster 2
531	PhD	57333.0	55	941	14	397	76	58	176	11	8	5	9	6	1	0	Spain	70	4406	1	2	1662	33	0	Not Engaged	1	Cluster 2
6905	Graduation	80685.0	55	241	45	604	34	26	54	1	6	4	10	2	0	0	Spain	30	4437	2	2	1004	21	0	Not Engaged	2	Cluster 3
